target_index,ik_ok,peak_sample_idx,point_drift,range_3d_est_m,range_horiz_est_m,sensor_angle_deg,sensor_x,sensor_y,sensor_z,stationarity_ok,target_x_true,target_y_true,vantage_index,waveform_tag
8,True,34.0,0.00015215541373062472,0.6521500932576147,0.6237662298506207,0.0914642635307868,0.5999945847177396,-0.21453814804518145,0.6503035328990461,True,1.075,0.15,1,t08_v1
8,True,32.0,0.04284031073362477,0.6177410359227818,0.5876930027083268,0.09882248232422976,0.5999970076791361,-0.1788590382920641,0.6503179498382174,True,1.075,0.15,2,t08_v2
8,True,31.0,0.004261999067549741,0.6005365072553653,0.5696206579600047,0.054579836327358695,0.5999972808079161,-0.14297890691898754,0.6502009531303269,True,1.075,0.15,3,t08_v3
8,True,31.0,0.038502923813410375,0.6005365072553653,0.569606877158366,0.06063704392307423,0.5999972849723674,-0.10724488756266959,0.6502422193950848,True,1.075,0.15,4,t08_v4
8,True,30.0,0.005529542200724719,0.5833319785879489,0.5513592435156496,0.10968439314922832,0.59999849686851,-0.07150020563615937,0.6504709474780392,True,1.075,0.15,5,t08_v5
8,True,29.0,0.0018147007468242717,0.5661274499205324,0.5331524269471396,0.08994978362800957,0.5999992949707594,-0.03572105357571624,0.6503911216257205,True,1.075,0.15,6,t08_v6
8,True,27.0,0.1492188734096164,0.5317183925856995,0.49650751709743973,0.06322881627547422,0.5999998314016323,1.1044242398506474e-05,0.6502754174339284,False,1.075,0.15,7,t08_v7
8,True,26.0,0.013576258259491249,0.514513863918283,0.47799875356845195,0.08910479693579249,0.6000010935208556,0.0356059541047167,0.6503725498887059,True,1.075,0.15,8,t08_v8
8,True,26.0,0.04578234994063594,0.514513863918283,0.4780039815700252,0.0838175664386622,0.6000038308050406,0.07148551290900919,0.650359422586129,True,1.075,0.15,9,t08_v9
8,True,28.0,0.10919777725230971,0.5489229212531159,0.5148882109398525,0.06954442529065336,0.6000065003231903,0.10725051354929445,0.6502800665130547,False,1.075,0.15,10,t08_v10
8,True,25.0,0.0356174362252921,0.4973093352508666,0.4595615849139063,0.046425784306341,0.6000094981256674,0.14266705343963718,0.6500518997512977,True,1.075,0.15,11,t08_v11
8,True,26.0,0.1904594351732817,0.514513863918283,0.4781276997604801,0.04268622092849444,0.6000139504702998,0.17839974052649857,0.650048464571208,False,1.075,0.15,12,t08_v12
8,True,26.0,0.01577049460903131,0.514513863918283,0.4781486858571059,0.01872481031511735,0.6000182606349846,0.21421108497879998,0.6499956588378906,True,1.075,0.15,13,t08_v13
8,True,26.0,0.030240071581992534,0.514513863918283,0.47815339643040355,0.006394285901241441,0.6000238097007958,0.2500326327906729,0.64998380364176,True,1.075,0.15,14,t08_v14
9,True,30.0,0.025921316006182145,0.5833319785879489,0.551519833285775,0.015377425930659811,0.5999948337037432,-0.24996379443724087,0.650005449226495,True,1.15,-0.15,0,t09_v0
9,True,30.0,0.04901625753241356,0.5833319785879489,0.5514170496180482,0.0914642635307868,0.5999945847177396,-0.21453814804518145,0.6503035328990461,True,1.15,-0.15,1,t09_v1
9,True,30.0,0.033046622848433474,0.5833319785879489,0.5514120738728061,0.09882248232422976,0.5999970076791361,-0.1788590382920641,0.6503179498382174,True,1.15,-0.15,2,t09_v2
9,True,31.0,0.012154597663985656,0.6005365072553653,0.5696206579600047,0.054579836327358695,0.5999972808079161,-0.14297890691898754,0.6502009531303269,True,1.15,-0.15,3,t09_v3
9,True,30.0,0.11139023332341189,0.5833319785879489,0.5514382061509374,0.06063704392307423,0.5999972849723674,-0.10724488756266959,0.6502422193950848,False,1.15,-0.15,4,t09_v4
9,True,30.0,0.08632656048743563,0.5833319785879489,0.5513592435156496,0.10968439314922832,0.59999849686851,-0.07150020563615937,0.6504709474780392,False,1.15,-0.15,5,t09_v5
9,True,32.0,0.03973098331693544,0.6177410359227818,0.587669301792302,0.08994978362800957,0.5999992949707594,-0.03572105357571624,0.6503911216257205,True,1.15,-0.15,6,t09_v6
9,True,31.0,0.0949762413341085,0.6005365072553653,0.5695957883155544,0.06322881627547422,0.5999998314016323,1.1044242398506474e-05,0.6502754174339284,False,1.15,-0.15,7,t09_v7
9,True,33.0,0.027627884825560674,0.6349455645901982,0.6057343990905897,0.08910479693579249,0.6000010935208556,0.0356059541047167,0.6503725498887059,True,1.15,-0.15,8,t09_v8
9,True,32.0,0.04374359157783551,0.6177410359227818,0.5876795705957688,0.0838175664386622,0.6000038308050406,0.07148551290900919,0.650359422586129,True,1.15,-0.15,9,t09_v9
9,True,34.0,0.00012848756123391182,0.6521500932576147,0.6237733886786956,0.06954442529065336,0.6000065003231903,0.10725051354929445,0.6502800665130547,True,1.15,-0.15,10,t09_v10
9,True,35.0,0.023758296478782522,0.6693546219250311,0.6418067351573401,0.046425784306341,0.6000094981256674,0.14266705343963718,0.6500518997512977,True,1.15,-0.15,11,t09_v11
9,True,36.0,0.037398390410386305,0.6865591505924477,0.6597310424531724,0.04268622092849444,0.6000139504702998,0.17839974052649857,0.650048464571208,True,1.15,-0.15,12,t09_v12
9,True,37.0,0.04694379409333748,0.703763679259864,0.6776318807937955,0.01872481031511735,0.6000182606349846,0.21421108497879998,0.6499956588378906,True,1.15,-0.15,13,t09_v13
9,True,38.0,0.08586287556543709,0.7209682079272806,0.6954863846227931,0.006394285901241441,0.6000238097007958,0.2500326327906729,0.64998380364176,False,1.15,-0.15,14,t09_v14
